flights,and,0.000000090272160
put,under,0.000001043512384
used,old,0.000006107161880
let,these,0.000003054387889
world,these,0.000003884238140
very,though,0.000001712638777
saying,about,0.000001032526484
now,read,0.000002951185706
have,beyond,0.000004395557880
would,taken,0.000004851670383
state,may,0.000001276479907
for,killing,0.000013229110664
reason,their,0.000002756639105
ago,new,0.000001027591452
best,about,0.000003349497320
stop,their,0.000002081473212
much,years,0.000002858773314
just,pay,0.000003547725328
your,insurance,0.000003367391855
one,add,0.000002333614702
state,because,0.000001929664222
anyone,able,0.000003442431762
set,control,0.000001356822509
control,then,0.000001102113742
access,only,0.000002141785217
than,little,0.000003865992312
speaking,was,0.000000524353879
between,get,0.000003529541573
get,fact,0.000004236947461
voice,are,0.000001039514700
health,you,0.000000694542337
really,point,0.000002355694050
people,came,0.000012233901543
number,know,0.000004241236184
want,help,0.000001439479661
called,used,0.000001966861191
treatment,with,0.000000938556923
been,cut,0.000002592538067
land,with,0.000000461303188
group,had,0.000002951873057
against,israel,0.000000812863505
when,israel,0.000004723739039
them,men,0.000002143466418
out,side,0.000003658188007
this,pointed,0.000004322341738
any,running,0.000004029389402
running,more,0.000000617967771
wouldn,don,0.000000729845965
tax,this,0.000001217914246
than,quite,0.000003711161298
this,enforcement,0.000022788783099
too,need,0.000002727119409
was,court,0.000010357801330
quite,way,0.000000726323833
control,think,0.000000547406103
may,less,0.000001435395689
now,off,0.000004668377642
take,may,0.000001603900728
had,known,0.000004046922186
her,hand,0.000000766964547
who,word,0.000003499804507
had,call,0.000002144417977
you,pointed,0.000005800924555
should,year,0.000005102377145
won,year,0.000001406862339
another,why,0.000001269934273
though,just,0.000002783459422
following,message,0.000000556027146
current,all,0.000002260075689
comes,just,0.000001411208359
person,out,0.000001293587502
russian,have,0.000000212639875
all,claim,0.000004587186595
places,have,0.000000764085655
wrote,not,0.000000326624530
source,been,0.000000627219947
how,fact,0.000001722621960
than,makes,0.000004947325124
previous,were,0.000000216214033
likely,can,0.000000934438731
keep,like,0.000001967271373
space,earth,0.000000631775549
term,from,0.000000527968382
space,date,0.000000321990001
miles,would,0.000000456268992
close,one,0.000001665341301
down,through,0.000000800077885
for,probe,0.000013096731891
will,fire,0.000008053036254
from,mission,0.000007312120943
mission,space,0.000000078776935
white,will,0.000001429318559
would,term,0.000004596820872
term,would,0.000000471490921
into,until,0.000000693196569
who,key,0.000006341566859
this,record,0.000010869677681
tell,between,0.000000696512814
version,where,0.000000556440966
his,whether,0.000002227270897
certain,way,0.000000346290022
time,different,0.000002923481361
actually,used,0.000001479436492
many,through,0.000001704841225
actually,things,0.000001082413860
they,drug,0.000004787508260
joy,and,0.000000064634293
killed,when,0.000000405767111
more,trying,0.000004273832019
religious,their,0.000000869163046
their,cannot,0.000004303955393
groups,their,0.000000521432526
because,trying,0.000003081634077
more,uses,0.000003783553439
point,things,0.000001754832851
religion,many,0.000000363028562
while,same,0.000001276056310
sent,them,0.000000283126582
political,which,0.000000142826792
with,decision,0.000008736274140
from,entire,0.000010016529814
old,enough,0.000000705338266
left,over,0.000000737586333
after,began,0.000000667737197
first,war,0.000001536781042
their,today,0.000004463334790
freedom,people,0.000000477221647
old,use,0.000002789251994
never,such,0.000001572956990
without,time,0.000004704658295
which,christian,0.000002967247156
took,when,0.000000662690582
what,source,0.000003879952146
instead,their,0.000001886504720
were,armed,0.000001609099400
modern,university,0.000000052331778
were,following,0.000007639639989
some,ground,0.000002910749117
war,their,0.000000940341920
protection,with,0.000000297102559
party,this,0.000000291148325
other,net,0.000008029777746
muslim,this,0.000001632599151
fight,they,0.000000155736757
freedom,have,0.000000578601998
race,this,0.000000680893606
away,people,0.000001436167281
say,again,0.000001253950813
for,owner,0.000013024783584
battery,that,0.000000453915220
you,minutes,0.000010695961464
time,goes,0.000003053181672
get,bus,0.000003210500608
key,under,0.000002008976253
system,local,0.000002438587671
government,every,0.000000817347654
phone,what,0.000001473804900
key,such,0.000002093090643
because,back,0.000006126987046
such,both,0.000002553721060
two,sets,0.000000647667378
this,oil,0.000004561045898
two,really,0.000003127440777
out,week,0.000003288837888
lot,over,0.000000744405952
system,still,0.000001661723218
also,certain,0.000003449530823
not,behind,0.000006075392321
was,crime,0.000007380353964
and,falls,0.000011495907529
several,before,0.000000329869124
not,release,0.000008990829883
would,gone,0.000002918468908
range,with,0.000000559765738
would,coming,0.000002702944585
out,fire,0.000004161028755
well,done,0.000002760096777
work,others,0.000001198800419
work,following,0.000001432642989
conference,this,0.000000312694027
has,interest,0.000003989016477
open,which,0.000001824840297
them,seen,0.000004294344762
they,email,0.000009112244697
email,help,0.000000422800525
was,nazi,0.000003833445135
magazine,this,0.000000537049004
some,note,0.000004349830760
part,does,0.000001247683031
got,too,0.000001038962978
was,leading,0.000013458711692
washington,april,0.000000195950904
from,south,0.000005043254987
also,end,0.000014679658307
asked,from,0.000000529867407
force,from,0.000001323462470
this,role,0.000004705759238
using,line,0.000000939120241
need,let,0.000002156509481
eve,and,0.000000319494035
two,human,0.000001979642775
able,were,0.000001623139951
currently,use,0.000000290357349
even,support,0.000001756218012
case,then,0.000003848564575
deal,what,0.000000855813880
almost,about,0.000001034274078
sure,may,0.000002243531071
phone,internet,0.000000501836269
you,event,0.000008639230145
phone,around,0.000001164527362
stuff,any,0.000001750063916
music,you,0.000000329013460
last,day,0.000001067681069
too,two,0.000003188960591
large,very,0.000001212634402
any,trying,0.000004089678441
care,don,0.000000580003984
gave,with,0.000000529899580
about,matter,0.000004374939181
all,taken,0.000005351108030
not,coming,0.000004793718290
his,friend,0.000002113147048
quite,god,0.000000812553481
was,turn,0.000006063827641
more,true,0.000005438407243
may,under,0.000002359882956
may,our,0.000002783184073
through,get,0.000001398766926
will,having,0.000013217259038
scared,and,0.000000127126938
his,gun,0.000002913421895
won,other,0.000002982218120
such,off,0.000003108039209
public,just,0.000003184081152
them,having,0.000004106149845
eyes,you,0.000000689173305
guys,with,0.000000902962142
one,face,0.000004658425496
says,would,0.000001397099027
says,nothing,0.000000345095827
ones,but,0.000000880212554
change,fact,0.000000371718500
their,crime,0.000003570626404
said,three,0.000001063923946
off,said,0.000001933856538
city,has,0.000000621115419
they,night,0.000009866819710
their,wrong,0.000005347416391
with,become,0.000010200869838
even,government,0.000003285800858
said,law,0.000001609716605
with,safe,0.000009724164556
must,now,0.000002134700480
long,well,0.000001980563411
well,question,0.000001279185085
given,has,0.000001303764975
when,possible,0.000006590264547
you,medical,0.000014350971469
may,suggest,0.000001002390718
let,another,0.000001907225169
cannot,make,0.000000979748620
real,know,0.000001771980237
help,many,0.000001152680966
mean,than,0.000002144554401
once,were,0.000000747229819
hold,they,0.000000562472962
under,most,0.000002016071448
national,not,0.000001525769221
could,called,0.000004267802979
will,sense,0.000004740282293
private,government,0.000000570285408
complete,but,0.000001138223638
thought,has,0.000002503147698
they,land,0.000006400839084
after,following,0.000002079121259
line,between,0.000000432366733
information,call,0.000000506646074
center,nasa,0.000000110992261
why,answer,0.000002033539204
really,try,0.000002326236881
your,facts,0.000002445264272
post,something,0.000001397955657
before,something,0.000001318930231
about,coming,0.000003150075827
god,tells,0.000000452261673
god,different,0.000001440919050
each,over,0.000001161066280
two,off,0.000004989304671
though,same,0.000001281243954
for,friends,0.000018909664504
through,over,0.000000634928995
wife,they,0.000000243366571
make,being,0.000002967880846
sure,used,0.000002916134918
probably,same,0.000001611427592
free,about,0.000001227832968
just,called,0.000006491532986
version,same,0.000000491088542
year,them,0.000002991745532
month,ago,0.000000072483978
award,and,0.000000184111855
find,number,0.000002258394488
ask,because,0.000000972444013
how,money,0.000001821062028
life,out,0.000001611183166
trying,your,0.000000879008951
have,gay,0.000004709318091
because,less,0.000003173687446
one,sale,0.000005330677595
has,email,0.000005953661912
one,months,0.000005139480436
has,along,0.000007074235327
real,because,0.000001056963924
went,some,0.000000499256032
nothing,even,0.000001569110964
mark,john,0.000000126397197
all,police,0.000007348768122
parents,who,0.000000152502096
any,changes,0.000002589386440
this,reaction,0.000003763376981
been,say,0.000006289739758
that,eating,0.000005860480542
from,lines,0.000007220472980
something,least,0.000001343705662
anyway,out,0.000001362992521
anyway,just,0.000001881408480
through,only,0.000001486043061
straight,from,0.000000711169378
while,right,0.000001102528699
power,must,0.000000658564829
you,fully,0.000014269063286
bit,think,0.000001925944616
why,right,0.000003422022246
want,place,0.000001362004582
with,business,0.000013131460946
back,want,0.000001883929826
order,like,0.000002339351568
line,mail,0.000000603696265
using,mail,0.000001262232445
probably,even,0.000002200848940
plan,will,0.000000747062757
this,america,0.000015885152607
community,will,0.000000813326949
turns,and,0.000000305129561
any,years,0.000006503215445
used,off,0.000006752464742
have,expected,0.000003578317546
doug,and,0.000001296870437
name,does,0.000003351047553
but,wish,0.000002973974460
make,world,0.000003813633157
dan,and,0.000000186933647
life,say,0.000000923434015
stuff,don,0.000001084684868
actually,work,0.000000775023011
system,actually,0.000002076397095
with,bob,0.000007154659670
what,low,0.000005119993602
two,where,0.000005235931440
great,other,0.000004042354249
seen,two,0.000002819594556
time,asked,0.000001969401410
too,really,0.000001777894227
one,play,0.000006587318239
little,were,0.000001583151061
team,like,0.000003443821242
and,coach,0.000041207225877
very,look,0.000003240621936
almost,like,0.000001578237971
even,close,0.000002899362471
still,using,0.000001087175860
consider,one,0.000000693019501
thinks,and,0.000000510990617
share,your,0.000000371214298
great,just,0.000005035070444
hold,all,0.000000596299742
each,may,0.000001268816277
being,someone,0.000002112962420
tell,much,0.000002061275154
more,children,0.000005877743661
children,other,0.000001456909558
control,crime,0.000000288236976
how,state,0.000002605830332
when,gun,0.000004954602446
most,american,0.000000895992002
way,though,0.000002747007329
buying,one,0.000000644004103
color,they,0.000001926812502
your,cause,0.000004775967682
here,fact,0.000001537308435
number,times,0.000000880558673
comes,down,0.000000524920097
next,their,0.000002191287649
put,does,0.000001638248136
world,may,0.000002414891924
newspaper,that,0.000000408334046
keep,open,0.000000555544545
really,find,0.000003041453738
need,god,0.000002351305966
open,what,0.000001913575943
has,states,0.000006690379905
your,advice,0.000003074560937
speech,this,0.000000119477434
related,from,0.000000669811811
while,both,0.000001132041007
their,less,0.000003814324828
year,those,0.000001191500587
not,five,0.000003789007451
end,who,0.000005920713193
others,such,0.000000759790851
market,you,0.000000547387742
find,data,0.000002096418029
had,changed,0.000001294329763
without,too,0.000002663765372
very,group,0.000001677209639
life,had,0.000001332250008
net,was,0.000005732093541
given,don,0.000000866715766
both,need,0.000002664848125
like,later,0.000003550127985
like,driver,0.000004980882295
light,there,0.000001018028570
wrote,all,0.000000305072547
words,his,0.000000341903757
days,about,0.000001374969429
children,did,0.000000579383027
class,not,0.000001530766554
schools,that,0.000000253941323
there,days,0.000005548565241
never,time,0.000003018209554
had,sure,0.000003378325346
get,between,0.000003895479040
test,one,0.000001964981038
enough,such,0.000000554795520
knew,for,0.000001123630682
their,read,0.000005938359209
before,off,0.000001827664732
read,anyone,0.000002814293566
one,trying,0.000003795155408
box,phone,0.000000354684232
going,anyone,0.000001977335614
anyone,also,0.000007216516224
before,too,0.000001381054403
april,today,0.000000238676591
last,its,0.000003011009994
these,four,0.000001284040309
about,entry,0.000006073716122
use,editor,0.000000834690923
open,only,0.000002816492952
and,mount,0.000009972228327
same,work,0.000002040445224
suit,and,0.000000243021901
for,spending,0.000012716390302
could,public,0.000003572862852
they,fight,0.000005203947239
away,what,0.000001248469289
this,jobs,0.000006699282949
hand,when,0.000001135248795
very,her,0.000003730167236
positive,for,0.000000511585881
non,more,0.000001901960104
for,risk,0.000019197648726
play,like,0.000001438228310
effort,not,0.000000452572152
need,video,0.000001123806214
not,wrote,0.000008128727131
not,site,0.000005488296665
self,your,0.000000630493616
use,net,0.000006368077266
that,ring,0.000008141711987
god,part,0.000002064556838
uses,bit,0.000000276066572
put,list,0.000000674489911
local,would,0.000002385542075
also,seem,0.000003244384516
years,never,0.000001460208182
now,point,0.000003260756330
been,considered,0.000003205024541
which,held,0.000001769563141
despite,this,0.000000615668114
explains,that,0.000000321771296
that,politics,0.000008790603715
like,called,0.000004117308436
believe,first,0.000002769835646
about,head,0.000006506786576
while,might,0.000001081236292
able,time,0.000002529284984
better,less,0.000001220253353
some,working,0.000002570178594
going,years,0.000001316430371
things,using,0.000002245068572
his,find,0.000005012487236
among,women,0.000000056414947
that,fuel,0.000008985774912
actually,done,0.000001183958261
use,small,0.000001767019626
done,now,0.000002012424147
nothing,new,0.000001548413934
still,right,0.000001373275950
from,likely,0.000010474713235
exactly,can,0.000001089571583
know,again,0.000004211156011
any,agency,0.000004903064564
this,water,0.000008240333955
know,come,0.000007103720691
these,great,0.000002180754564
cause,more,0.000001101713224
who,coming,0.000001678178933
moment,are,0.000000216102279
always,out,0.000003205837402
product,have,0.000000252176733
for,visit,0.000020642841264
system,might,0.000002629754363
whose,they,0.000000431497028
your,kind,0.000009742691873
though,find,0.000001247532509
three,also,0.000000700878047
driver,only,0.000001980489287
has,mean,0.000007955334695
looking,don,0.000000848169179
police,who,0.000000301783700
from,posts,0.000005969112863
but,short,0.000003291534767
more,best,0.000009130839317
very,data,0.000002515646656
are,wouldn,0.000011567916772
off,didn,0.000001790673537
could,under,0.000005230520856
little,any,0.000002580541604
call,god,0.000000772343355
father,has,0.000000629582189
are,named,0.000005277740456
point,over,0.000001688579573
since,god,0.000002186436404
have,son,0.000006705110991
who,possible,0.000005570197118
could,another,0.000006041429515
running,only,0.000001014442773
best,because,0.000002632289579
who,money,0.000003644654498
would,top,0.000003372467518
many,each,0.000001334784315
consider,all,0.000000952671769
points,from,0.000001574683438
right,around,0.000002352983302
non,how,0.000001834627028
law,how,0.000001258384145
last,four,0.000000753783354
appeal,and,0.000000111210234
almost,years,0.000000439086534
for,killed,0.000037566456740
company,who,0.000000836726770
who,company,0.000003867789019
mail,him,0.000000982292249
owner,not,0.000000470881957
part,when,0.000001300807526
power,time,0.000001202077215
with,handle,0.000010250971172
just,whether,0.000004775529305
about,author,0.000005781591426
email,call,0.000000330913139
from,mark,0.000007318735243
down,side,0.000000561890943
and,wednesday,0.000012627691831
with,lives,0.000004349374194
people,quite,0.000004961011655
because,fact,0.000003372814263
quite,their,0.000001677897785
thanks,not,0.000004605942650
this,places,0.000024001803467
set,more,0.000002553075092
along,would,0.000001830673796
about,books,0.000003937553174
someone,point,0.000001357669362
such,book,0.000001106536388
able,anyone,0.000001784725896
email,space,0.000000459855897
wrong,know,0.000001925322522
they,include,0.000008685341527
lot,good,0.000001272321583
found,way,0.000001008036861
then,fact,0.000006098936410
way,before,0.000003252222768
three,new,0.000000691810612
also,each,0.000004054224519
eyes,are,0.000000531362616
found,time,0.000001887196277
had,small,0.000001984224809
causing,this,0.000000297075957
people,space,0.000005516511919
since,she,0.000001010763981
felt,like,0.000000516268983
when,phone,0.000006066685728
did,sure,0.000002426551418
lot,here,0.000001167833148
our,state,0.000003107245902
who,order,0.000003482302418
out,getting,0.000003653880867
about,guy,0.000003644332992
get,said,0.000007615260074
state,when,0.000001816753525
sure,time,0.000003900040156
space,had,0.000001354067649
hear,any,0.000000668260157
soon,from,0.000000863071477
gone,this,0.000000407516779
schools,for,0.000000177956096
season,game,0.000000260135806
game,back,0.000000947440071
steel,and,0.000000168628119
replace,this,0.000000293212310
internet,phone,0.000000499457428
when,give,0.000006507355920
give,who,0.000002764596047
man,only,0.000001959181873
should,church,0.000005208295534
mind,some,0.000000816904674
this,offers,0.000012866056750
this,mass,0.000010063745322
mass,this,0.000000558516376
tested,this,0.000000341779156
two,single,0.000004066929705
pick,your,0.000000618249373
our,told,0.000001435369313
all,security,0.000008393245480
because,off,0.000007815960089
are,win,0.000016660858819
off,down,0.000001866088496
hurt,you,0.000000400054262
little,other,0.000002986030040
know,different,0.000003879472388
one,view,0.000003546448852
see,different,0.000002370625225
more,possible,0.000007557492154
first,take,0.000003398091394
with,night,0.000011260710380
are,happen,0.000021165200451
check,all,0.000001545416694
since,way,0.000001954407935
only,full,0.000007115759217
team,most,0.000001621097567
four,times,0.000000191705709
team,get,0.000002365203954
san,new,0.000000560177000
played,games,0.000000115166955
wanted,him,0.000000525132691
was,san,0.000008041197361
him,come,0.000001937847173
through,know,0.000001758463441
end,than,0.000003495374131
hockey,fans,0.000001057638656
three,games,0.000000232409107
was,leave,0.000004548799552
couple,can,0.000001370466180
hockey,they,0.000004112151601
used,being,0.000005949101705
being,last,0.000002051832553
why,instead,0.000002048461738
might,wrong,0.000001921142029
report,which,0.000000315191784
which,old,0.000006821012903
said,true,0.000001336092055
true,because,0.000001854068387
appears,but,0.000000700938813
would,certain,0.000005123288247
for,jim,0.000011363827070
been,asked,0.000002328535174
need,order,0.000001285099188
event,not,0.000000424219223
people,support,0.000003759600304
will,secret,0.000004865504707
ask,such,0.000000582775385
where,must,0.000003177339067
probably,when,0.000001901111887
general,when,0.000000613973100
cause,when,0.000001201842906
because,question,0.000002892787734
friends,not,0.000000369287591
bus,than,0.000000571081216
question,where,0.000001563339765
people,truth,0.000004109935617
guilty,that,0.000000496121743
well,general,0.000001688986686
something,happened,0.000000767661334
word,more,0.000001031560146
because,case,0.000005658389910
from,live,0.000021960293452
term,which,0.000000278039749
line,may,0.000000836650088
that,stephen,0.000007739315151
they,room,0.000006434086117
likely,one,0.000000828442069
with,recent,0.000009686546036
were,best,0.000007254827324
cause,what,0.000001228760766
has,doing,0.000005937485639
official,was,0.000000362896714
are,reported,0.000008524621080
happened,are,0.000000444019634
fact,also,0.000002030395990
such,against,0.000002774173026
found,will,0.000003005824283
for,teachers,0.000003467030865
was,rights,0.000012697058082
him,own,0.000001086978614
house,were,0.000000519830166
this,city,0.000014149313756
other,religious,0.000002194757599
without,access,0.000001961093403
not,protect,0.000003855482646
more,address,0.000006662693522
they,entire,0.000010576496607
those,own,0.000000851121911
inside,not,0.000000452777982
across,are,0.000001641605309
people,always,0.000006128782843
have,changing,0.000006003572253
your,apple,0.000003087147206
used,name,0.000005488617717
good,space,0.000004081364295
across,but,0.000001710965989
there,inside,0.000003913221917
kids,for,0.000002533502993
shot,with,0.000002461785925
said,really,0.000001669292260
talking,how,0.000000433419245
them,saying,0.000002516780114
said,much,0.000003126857109
official,from,0.000000275584881
had,women,0.000001274464580
never,than,0.000001987459655
police,your,0.000000225575974
still,great,0.000000930372607
know,every,0.000004392527444
wouldn,able,0.000000508848814
last,could,0.000002042777624
and,proud,0.000037656049244
driver,like,0.000002714304628
only,said,0.000006679243143
could,year,0.000005970805432
began,they,0.000000307100748
new,back,0.000005331135071
one,guy,0.000002339131697
she,then,0.000001766127411
have,building,0.000005267132565
people,outside,0.000002062678959
like,again,0.000003767186172
league,would,0.000000786290116
gets,one,0.000000682233974
love,more,0.000000912397468
players,will,0.000000582141070
only,games,0.000003611260581
year,games,0.000001148532419
its,key,0.000003790680239
led,you,0.000005368947768
ones,know,0.000000891810032
that,turns,0.000004614323188
head,can,0.000000547702427
his,matter,0.000001621497745
some,history,0.000002178377372
time,several,0.000002495449053
see,try,0.000003561355015
inside,can,0.000000347001020
there,christians,0.000006296339507
note,said,0.000000612006090
with,middle,0.000012559119568
lives,you,0.000000376958781
game,any,0.000001687253530
comes,your,0.000000780398125
can,radio,0.000004247787274
them,note,0.000002860704853
game,played,0.000000347076593
not,pick,0.000006822203432
this,giving,0.000006095740446
hard,other,0.000003502477739
there,recent,0.000005080014034
know,able,0.000005097275789
address,has,0.000000833027343
through,much,0.000001061162948
into,air,0.000000726670180
many,christian,0.000001122294066
place,like,0.000003096326054
such,line,0.000001281009872
use,big,0.000003394135547
target,that,0.000000355315876
new,research,0.000002869424861
research,what,0.000000989382897
with,huge,0.000005432580110
about,light,0.000005554235486
were,man,0.000004942586656
night,about,0.000000813517545
again,must,0.000001066102527
them,news,0.000003333267387
into,line,0.000000870056908
mother,has,0.000000288576189
since,probably,0.000001789969360
which,military,0.000003072582103
can,pass,0.000016364921976
pilot,and,0.000000081424268
must,least,0.000001119515787
college,university,0.000000036066801
has,action,0.000006557016604
remain,for,0.000000394915816
clean,that,0.000000601494378
between,were,0.000001953146921
flight,for,0.000000418387174
office,space,0.000000384259067
non,into,0.000001346685167
other,few,0.000003255103366
number,even,0.000002757341235
and,employees,0.000010656928680
first,want,0.000002797678462
from,services,0.000003133909104
nasa,office,0.000000114227731
five,are,0.000000243488074
russian,not,0.000000277852678
you,ahead,0.000008339944543
ahead,you,0.000000277953660
space,then,0.000001632776844
change,every,0.000000447796708
during,its,0.000001312391987
for,driving,0.000013022964595
say,life,0.000001371992198
please,point,0.000002961285190
and,tuesday,0.000016351756130
chance,will,0.000000878428693
talk,some,0.000002202617225
newspaper,and,0.000000414500647
one,access,0.000005354851055
been,net,0.000009799747204
his,seen,0.000004555079158
current,out,0.000001732441319
read,much,0.000003508923555
peace,will,0.000001114445240
great,which,0.000002665926559
someone,say,0.000001623904495
from,mother,0.000004142568741
with,trade,0.000007602800451
key,about,0.000004444239039
this,fun,0.000013307267182
know,key,0.000006706911790
had,weeks,0.000001497804419
special,about,0.000000746385410
other,body,0.000001478537229
but,suggest,0.000004635367532
when,saying,0.000004539935617
made,our,0.000002143932306
made,good,0.000003269743729
want,write,0.000001336608307
there,short,0.000002845850986
crowd,was,0.000000101967608
around,well,0.000002070637038
time,spent,0.000002465658326
spent,with,0.000000731117211
guys,they,0.000000756142299
off,way,0.000001777413104
people,nothing,0.000004538094345
off,going,0.000001678421654
our,where,0.000004995319614
doing,because,0.000000874255022
street,there,0.000001232140562
would,man,0.000007384644505
take,had,0.000002518063638
well,actually,0.000002141607638
did,things,0.000002880891770
have,met,0.000003131682433
didn,seem,0.000000581622373
too,new,0.000003540497573
chicago,murphy,0.000000099533167
university,not,0.000001299642122
state,just,0.000003345431196
better,point,0.000002099039648
did,during,0.000002972042694
think,change,0.000001943079951
force,out,0.000000953626625
can,upon,0.000009143742318
death,one,0.000000791776074
public,their,0.000002606018597
state,federal,0.000000386736161
gun,their,0.000001543788130
box,there,0.000001191343813
any,price,0.000004068744602
god,read,0.000001983969923
mean,them,0.000002665607781
buying,have,0.000000725374207
take,right,0.000001671793825
trying,any,0.000001102842816
finally,there,0.000000613516931
really,understand,0.000001367230766
this,treatment,0.000016194784621
full,which,0.000001506575927
parts,which,0.000000462832702
even,hard,0.000003288143034
blue,they,0.000000276754974
which,religion,0.000003266136673
down,little,0.000000680284245
you,bmw,0.000008293079190
can,walk,0.000003687599246
behind,your,0.000000377746858
among,but,0.000000466997392
way,need,0.000006080234925
really,doesn,0.000002053282060
seen,new,0.000003130414143
new,through,0.000004064566383
does,question,0.000003460536846
paul,about,0.000000452847900
not,happens,0.000004574035756
right,little,0.000001354613346
lives,their,0.000000259763766
your,letter,0.000002223864612
him,tell,0.000001101681619
know,email,0.000003260594667
anyone,going,0.000003841346825
anyone,then,0.000008293735846
christians,some,0.000000861210822
christian,like,0.000001508508944
party,are,0.000000275804240
probably,did,0.000001117701345
cold,you,0.000000384662599
john,one,0.000000571371118
could,again,0.000003904882760
dead,will,0.000000561454044
its,members,0.000001326875463
sense,from,0.000000752725782
always,thought,0.000001662693421
that,syria,0.000003369550313
made,right,0.000002179082458
gets,what,0.000000550959783
sure,did,0.000001877293585
very,really,0.000002471315156
sex,you,0.000000403831791
think,clear,0.000001675968292
reason,could,0.000001448101557
talk,them,0.000001732788405
absolutely,nothing,0.000000198685825
that,crazy,0.000007886681487
were,run,0.000003596143415
was,final,0.000007021468264
watching,that,0.000000547407353
out,name,0.000007084149274
all,fbi,0.000003071172841
what,gets,0.000005579795470
call,did,0.000000622146331
part,into,0.000000844303315
majority,was,0.000000459491417
they,began,0.000006727130312
him,every,0.000001198251994
probably,his,0.000001568493531
are,drawing,0.000020204428438
create,not,0.000000279937069
our,why,0.000003612181217
but,totally,0.000004212175554
human,what,0.000000539475877
party,not,0.000000304754707
her,did,0.000000955536507
her,should,0.000001241732548
sure,because,0.000003391562586
and,supporters,0.000005068651717
often,has,0.000000816256204
has,car,0.000009796355698
players,league,0.000000102080534
one,making,0.000003359589755
final,are,0.000000407293129
don,support,0.000002574276095
lot,does,0.000001110515768
not,amendment,0.000007613893558
have,united,0.000009402887372
about,almost,0.000007709219062
speech,for,0.000000158119391
system,read,0.000002118362772
long,going,0.000001150692810
long,keep,0.000000815306976
were,taking,0.000002910886451
your,love,0.000004331009677
everyone,their,0.000000727981330
several,first,0.000000728820908
announcement,this,0.000000853495123
ground,but,0.000000894501625
work,while,0.000000819838249
clinton,his,0.000000387908443
going,start,0.000001095337211
currently,has,0.000000353326726
their,names,0.000003792416237
yourself,but,0.000002450131888
please,want,0.000002924372893
has,free,0.000009742040675
free,their,0.000001369169354
image,such,0.000000446635767
that,art,0.000006583732102
give,know,0.000003613531817
keep,good,0.000001048235958
use,someone,0.000003514219998
family,all,0.000001255485245
let,had,0.000002981297484
not,absolutely,0.000007403591553
every,only,0.000004079409791
their,told,0.000002832632617
anyway,had,0.000001127026735
like,happen,0.000004575108505
all,return,0.000005127021268
since,believe,0.000002177639544
most,believe,0.000002564100441
view,all,0.000000964521973
upon,was,0.000001807614240
name,been,0.000003905704034
talk,would,0.000002865812121
how,human,0.000001583896051
who,idea,0.000005773109478
that,brother,0.000013469174519
bit,now,0.000002774848326
had,must,0.000004016701041
red,all,0.000000316241056
used,last,0.000004710143003
which,points,0.000003898125669
here,off,0.000003562467327
whether,actually,0.000000522216396
nearly,for,0.000000183599866
long,line,0.000000704541776
number,his,0.000001965092451
how,answer,0.000001898297683
you,plus,0.000019387614884
being,had,0.000003545429536
original,some,0.000001481031518
him,let,0.000001685935786
out,keep,0.000004156879186
incident,was,0.000000067780007
heard,anyone,0.000000493244727
after,run,0.000000978687126
into,car,0.000001340359404
without,been,0.000004306089977
named,that,0.000000290280582
had,tell,0.000002625679372
work,set,0.000001324165282
make,government,0.000002330009465
his,come,0.000004672903742
any,world,0.000011742808056
every,single,0.000002022320132
hear,there,0.000001031942020
are,prove,0.000008616894775
was,become,0.000007349384305
are,universe,0.000006501191365
that,tries,0.000007272279618
was,attorney,0.000002070726168
legal,would,0.000000675751778
information,national,0.000000790174340
and,stephen,0.000025013994673
town,from,0.000002144546443
was,peter,0.000006051056516
yourself,all,0.000002426167157
were,whether,0.000003451194516
one,public,0.000004389377409
that,posts,0.000011370314496
version,like,0.000001194882657
control,about,0.000001119861736
are,latest,0.000007757655112
any,change,0.000004145730600
care,system,0.000000831957550
pink,and,0.000000059116502
other,products,0.000002155941047
times,your,0.000000849330092
were,asked,0.000002663814712
with,education,0.000006320023203
but,age,0.000004715072464
young,this,0.000001100603185
words,were,0.000000324819467
health,has,0.000000378275189
was,medical,0.000006773424047
other,among,0.000001698318329
public,use,0.000001692615342
and,clark,0.000024183127607
this,despite,0.000005732862064
only,less,0.000003496771114
since,system,0.000003402690936
community,not,0.000000779004893
times,time,0.000001018709099
having,were,0.000001913692586
like,image,0.000002725016884
reported,with,0.000000471053255
was,revealed,0.000005258867077
doesn,here,0.000001798728135
around,over,0.000001255520601
point,want,0.000001657901180
back,next,0.000001221115895
cards,but,0.000000463892860
before,didn,0.000001312594009
without,question,0.000001304715738
inside,are,0.000000409765931
people,left,0.000006927085906
sure,didn,0.000002098729510
this,hit,0.000005392084859
more,didn,0.000007784891750
last,line,0.000000973255510
far,less,0.000000423477161
out,less,0.000003538904139
two,version,0.000001879052093
did,fire,0.000001883902769
agent,for,0.000000101495687
what,gun,0.000005754876383
find,had,0.000003960097729
your,times,0.000004802173862
believe,those,0.000001060454224
time,once,0.000002915984396
hard,like,0.000004886062470
longer,more,0.000000747055708
give,name,0.000001509581466
help,need,0.000002071065637
pay,any,0.000000683914266
very,great,0.000002137434876
this,inside,0.000008486864317
you,class,0.000016848845917
lead,you,0.000000258878799
lack,this,0.000000921592459
every,more,0.000002485053074
bank,for,0.000000297766348
